Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,48.990002,50.112999,48.292000,49.720001,49.720001,464900
2019-01-02,48.450001,50.014999,48.450001,49.639999,49.639999,396900
2019-01-03,48.770000,49.724998,47.625000,48.730000,48.730000,599500
2019-01-04,49.900002,52.230000,49.375000,51.840000,51.840000,434300
2019-01-07,52.000000,53.750000,51.915001,53.299999,53.299999,645500
2019-01-08,53.830002,54.360001,52.820000,53.970001,53.970001,586600
2019-01-09,54.240002,55.279999,53.639999,53.669998,53.669998,361000
2019-01-10,53.270000,53.480000,52.360001,53.020000,53.020000,366000
2019-01-11,52.849998,53.150002,51.813999,53.110001,53.110001,366900
2019-01-14,52.549999,52.799999,51.860001,51.939999,51.939999,210500
2019-01-15,52.160000,54.200001,52.049999,54.180000,54.180000,300400
2019-01-16,54.439999,55.820000,54.250000,55.310001,55.310001,392200
2019-01-17,55.189999,55.950001,54.480000,55.220001,55.220001,417900
2019-01-18,55.590000,57.290001,54.880001,56.430000,56.430000,424200
2019-01-22,56.000000,56.869999,55.000000,56.349998,56.349998,467900
2019-01-23,56.660000,58.259998,55.810001,55.830002,55.830002,478500
2019-01-24,55.889999,56.500000,54.529999,54.700001,54.700001,335400
2019-01-25,54.849998,56.709999,54.660000,56.580002,56.580002,441600
2019-01-28,56.000000,56.840000,55.279999,56.610001,56.610001,246500
2019-01-29,56.599998,56.820000,55.220001,56.099998,56.099998,321700
2019-01-30,56.740002,57.099998,55.330002,56.570000,56.570000,253600
2019-01-31,56.580002,57.900002,56.509998,56.849998,56.849998,466000
2019-02-01,56.959999,57.209999,55.930000,56.580002,56.580002,476200
2019-02-04,56.849998,59.761002,56.849998,59.189999,59.189999,367200
2019-02-05,59.480000,60.360001,59.200001,60.250000,60.250000,250000
2019-02-06,60.500000,61.680000,59.610001,60.099998,60.099998,481000
2019-02-07,60.330002,60.980000,59.000000,59.860001,59.860001,219600
2019-02-08,59.330002,60.570000,59.330002,60.470001,60.470001,388900
2019-02-11,60.560001,61.849998,59.799999,61.680000,61.680000,403900
2019-02-12,62.480000,64.330002,62.139999,63.959999,63.959999,598200
2019-02-13,64.519997,66.309998,63.919998,65.879997,65.879997,774100
2019-02-14,65.449997,66.959999,64.882004,66.720001,66.720001,466500
2019-02-15,67.550003,68.779999,66.500000,68.639999,68.639999,835200
2019-02-19,68.230003,69.400002,67.010002,69.260002,69.260002,550300
2019-02-20,69.199997,69.519997,68.059998,68.199997,68.199997,920500
2019-02-21,67.989998,69.089996,67.120003,68.699997,68.699997,415800
2019-02-22,69.000000,70.660004,68.820000,70.080002,70.080002,692500
2019-02-25,71.089996,72.269997,70.660004,71.199997,71.199997,1390300
2019-02-26,77.000000,80.489998,73.089996,74.070000,74.070000,2042800
2019-02-27,73.800003,75.196999,73.040001,74.529999,74.529999,507000
2019-02-28,74.180000,75.410004,73.610001,73.699997,73.699997,486000
2019-03-01,74.250000,74.940002,72.730003,73.680000,73.680000,923400
2019-03-04,73.870003,74.370003,68.110001,69.809998,69.809998,757700
2019-03-05,69.839996,70.430000,68.680000,69.430000,69.430000,507500
2019-03-06,69.000000,70.070000,67.410004,67.540001,67.540001,495800
2019-03-07,66.949997,68.980003,66.720001,67.750000,67.750000,490900
2019-03-08,66.720001,67.690002,66.040001,67.480003,67.480003,368600
2019-03-11,67.529999,70.550003,67.080002,69.589996,69.589996,492400
2019-03-12,69.870003,69.900002,68.547997,69.099998,69.099998,339900
2019-03-13,69.489998,70.209999,69.070000,69.110001,69.110001,332300
2019-03-14,69.050003,69.900002,68.370003,69.070000,69.070000,551000
2019-03-15,69.160004,70.430000,68.750000,69.059998,69.059998,569700
2019-03-18,69.129997,69.696999,68.000000,68.599998,68.599998,509500
2019-03-19,69.050003,69.150002,68.199997,68.459999,68.459999,449200
2019-03-20,68.010002,68.489998,66.260002,67.510002,67.510002,494900
2019-03-21,67.180000,69.720001,67.180000,69.209999,69.209999,595900
2019-03-22,68.790001,69.419998,65.500000,66.059998,66.059998,811500
2019-03-25,65.830002,66.680000,64.699997,66.650002,66.650002,344500
2019-03-26,67.080002,68.480003,66.699997,68.250000,68.250000,451100
2019-03-27,68.419998,68.459999,66.239998,68.129997,68.129997,625900
2019-03-28,68.230003,72.290001,68.050003,71.760002,71.760002,663900
2019-03-29,72.680000,72.760002,70.730003,70.849998,70.849998,596500
2019-04-01,71.459999,72.279999,69.779999,72.019997,72.019997,576700
2019-04-02,71.680000,72.430000,69.720001,72.389999,72.389999,516700
2019-04-03,72.570000,74.250000,72.300003,73.389999,73.389999,427100
2019-04-04,73.459999,73.970001,69.199997,70.610001,70.610001,988300
2019-04-05,70.800003,72.139999,69.919998,70.070000,70.070000,495300
2019-04-08,69.199997,70.440002,65.720001,67.669998,67.669998,1581000
2019-04-09,67.410004,67.410004,64.290001,66.220001,66.220001,1243100
2019-04-10,66.230003,67.839996,65.389999,66.779999,66.779999,535400
2019-04-11,66.910004,67.680000,65.419998,65.510002,65.510002,535000
2019-04-12,65.760002,66.559998,65.160004,65.459999,65.459999,441900
2019-04-15,65.599998,66.339996,64.269997,64.900002,64.900002,501500
2019-04-16,64.709999,65.900002,64.510002,64.900002,64.900002,558800
2019-04-17,65.360001,65.379997,62.139999,62.189999,62.189999,557600
2019-04-18,62.150002,62.520000,60.410000,60.450001,60.450001,815600
2019-04-22,60.349998,62.000000,59.470001,61.630001,61.630001,706600
2019-04-23,61.880001,62.419998,61.200001,61.980000,61.980000,479500
2019-04-24,62.060001,63.060001,61.689999,61.849998,61.849998,464300
2019-04-25,61.880001,62.990002,60.880001,61.009998,61.009998,283000
2019-04-26,60.970001,62.349998,59.930000,61.840000,61.840000,444400
2019-04-29,62.080002,62.779999,61.349998,61.610001,61.610001,425200
2019-04-30,61.380001,62.105000,60.419998,60.500000,60.500000,472800
2019-05-01,60.779999,60.779999,59.340000,59.470001,59.470001,437800
2019-05-02,59.240002,60.639999,58.700001,60.529999,60.529999,440400
2019-05-03,60.849998,62.610001,59.970001,62.470001,62.470001,606000
2019-05-06,61.189999,63.070000,60.935001,62.389999,62.389999,518600
2019-05-07,61.340000,62.209999,58.880001,59.930000,59.930000,610000
2019-05-08,46.220001,48.119999,43.755001,44.770000,44.770000,7358000
2019-05-09,44.950001,45.060001,42.070000,42.990002,42.990002,2753600
2019-05-10,43.049999,43.500000,40.639999,41.630001,41.630001,2106800
2019-05-13,40.490002,41.369999,38.650002,38.889999,38.889999,1287700
2019-05-14,39.450001,40.389999,38.680000,39.410000,39.410000,1721700
2019-05-15,39.470001,41.119999,39.180000,40.650002,40.650002,1910700
2019-05-16,40.610001,42.130001,40.610001,41.570000,41.570000,1002000
2019-05-17,41.099998,41.880001,40.680000,40.970001,40.970001,1130000
2019-05-20,40.549999,41.020000,40.040001,40.139999,40.139999,607100
2019-05-21,40.549999,41.180000,40.330002,40.389999,40.389999,715300
2019-05-22,40.060001,41.340000,40.060001,40.669998,40.669998,886000
2019-05-23,40.549999,40.860001,38.619999,39.029999,39.029999,1005900
2019-05-24,39.360001,39.770000,38.915001,39.520000,39.520000,861300
2019-05-28,39.619999,40.200001,38.709999,38.790001,38.790001,721100
2019-05-29,38.570000,38.900002,37.730000,38.270000,38.270000,912800
2019-05-30,38.380001,38.779999,37.869999,38.279999,38.279999,591700
2019-05-31,37.950001,38.520000,37.540001,37.990002,37.990002,681900
2019-06-03,37.910000,37.950001,36.365002,36.889999,36.889999,1034200
2019-06-04,37.599998,38.647999,37.230000,38.060001,38.060001,757100
2019-06-05,38.360001,38.810001,36.634998,37.939999,37.939999,734000
2019-06-06,37.980000,37.980000,36.419998,36.590000,36.590000,782800
2019-06-07,36.650002,36.695000,35.070000,35.369999,35.369999,1232400
2019-06-10,35.919998,37.590000,35.330002,35.500000,35.500000,945800
2019-06-11,35.820000,35.910000,34.259998,34.439999,34.439999,1314000
2019-06-12,34.490002,35.759998,34.310001,35.580002,35.580002,613500
2019-06-13,35.669998,36.189999,35.360001,35.630001,35.630001,589100
2019-06-14,35.570000,36.279999,35.005001,36.119999,36.119999,691300
2019-06-17,36.000000,38.529999,35.830002,35.889999,35.889999,1012000
2019-06-18,36.270000,38.160999,36.165001,37.970001,37.970001,864500
2019-06-19,38.040001,38.580002,37.313999,37.970001,37.970001,642500
2019-06-20,38.590000,38.970001,37.169998,38.150002,38.150002,935300
2019-06-21,38.299999,38.680000,37.500000,37.639999,37.639999,1993600
2019-06-24,37.639999,38.090000,36.139999,36.410000,36.410000,964600
2019-06-25,36.299999,36.759998,35.680000,35.869999,35.869999,751800
2019-06-26,36.139999,36.810001,35.580002,35.950001,35.950001,714300
2019-06-27,35.980000,37.419998,35.980000,36.990002,36.990002,721700
2019-06-28,37.270000,37.730000,36.910000,37.639999,37.639999,2119500
2019-07-01,38.520000,38.669998,37.189999,38.639999,38.639999,801400
2019-07-02,38.599998,39.650002,38.480000,39.009998,39.009998,886900
2019-07-03,39.000000,39.349998,38.230000,38.980000,38.980000,359400
2019-07-05,38.740002,38.750000,37.680000,38.509998,38.509998,366000
2019-07-08,38.230000,38.580002,37.740002,38.029999,38.029999,449500
2019-07-09,37.779999,38.950001,37.619999,38.930000,38.930000,342500
2019-07-10,39.200001,39.980000,39.040001,39.189999,39.189999,462700
2019-07-11,39.459999,39.610001,38.720001,39.290001,39.290001,396500
2019-07-12,39.470001,39.498001,38.509998,39.119999,39.119999,348200
2019-07-15,39.200001,39.400002,38.700001,38.959999,38.959999,312500
2019-07-16,38.860001,38.919998,38.169998,38.590000,38.590000,520900
2019-07-17,39.279999,40.480000,38.799999,40.250000,40.250000,712700
2019-07-18,39.950001,40.369999,39.880001,40.270000,40.270000,564400
2019-07-19,40.380001,40.549999,39.099998,39.139999,39.139999,583500
2019-07-22,39.380001,39.619999,38.840000,38.980000,38.980000,744200
2019-07-23,39.110001,39.299999,36.910000,37.250000,37.250000,1034100
2019-07-24,37.009998,37.685001,36.610001,37.340000,37.340000,1040500
2019-07-25,37.330002,37.389999,36.430000,36.549999,36.549999,505600
2019-07-26,36.650002,37.230000,35.520000,35.570000,35.570000,892500
2019-07-29,35.490002,35.599998,33.380001,34.599998,34.599998,1038000
2019-07-30,34.459999,36.599998,33.910000,36.500000,36.500000,1800100
2019-07-31,19.010000,19.100000,11.370000,12.800000,12.800000,54443300
2019-08-01,12.500000,14.180000,12.200000,13.920000,13.920000,14851900
2019-08-02,13.700000,14.510000,13.330000,13.680000,13.680000,5725900
2019-08-05,13.390000,13.970000,12.840000,13.870000,13.870000,4265400
2019-08-06,14.100000,14.320000,13.430000,13.430000,13.430000,3673700
2019-08-07,13.180000,14.280000,12.910000,14.180000,14.180000,3216000
2019-08-08,14.500000,14.670000,14.210000,14.470000,14.470000,4145200
2019-08-09,14.730000,15.300000,14.320000,15.160000,15.160000,2708200
2019-08-12,15.440000,15.740000,14.880000,14.980000,14.980000,3818100
2019-08-13,15.020000,16.040001,14.980000,16.010000,16.010000,2673400
2019-08-14,15.700000,15.870000,15.230000,15.620000,15.620000,2700700
2019-08-15,15.720000,16.670000,15.672000,16.590000,16.590000,3092500
2019-08-16,16.920000,17.480000,16.299999,16.600000,16.600000,4625800
2019-08-19,16.750000,17.700001,16.700001,17.450001,17.450001,2620700
2019-08-20,17.320000,18.670000,17.320000,18.389999,18.389999,5056400
2019-08-21,18.680000,19.389999,18.480000,18.610001,18.610001,3243100
2019-08-22,18.600000,18.790001,17.520000,17.760000,17.760000,3437200
2019-08-23,17.500000,18.171000,17.250000,17.830000,17.830000,1916100
2019-08-26,17.980000,18.320000,17.030001,17.440001,17.440001,1539600
2019-08-27,17.500000,17.645000,17.040001,17.260000,17.260000,2020200
2019-08-28,17.250000,17.370001,16.915001,17.240000,17.240000,1172300
2019-08-29,17.400000,17.820000,17.200001,17.770000,17.770000,1312100
2019-08-30,17.900000,18.030001,17.370001,17.879999,17.879999,1128600
2019-09-03,17.780001,17.990000,17.190001,17.490000,17.490000,1499900
2019-09-04,17.760000,18.719999,17.590000,17.920000,17.920000,1735800
2019-09-05,18.170000,18.260000,17.690001,18.219999,18.219999,1176300
2019-09-06,18.320000,18.500000,17.820000,18.090000,18.090000,968700
